id,gtin,mpn,sku,name
macmall_95,,5LD48USABA,,HP Inc. EliteBook 840 G3 6th Gen Intel Core i5-6300U Dual-Core 2.40GHz Notebook PC - 8GB RAM; 256GB SSD; 14in Full HD (1920x1080) IPS Anti-glare LED-backlit Display; Intel HD Graphics 520; Wi-Fi; Bluetooth; Webcam; Windows 10 Pro 64 (5LD48USABA)
macmall_111,,20KV000XUS,,Lenovo ThinkPad E585 20KV - Ryzen 3 2200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - Radeon Vega 3 - Wi-Fi; Bluetooth - black (20KV000XUS)
macmall_115,,20KU0018US,,Lenovo ThinkPad E485 20KU - Ryzen 3 2200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - Radeon Vega 3 - Wi-Fi; Bluetooth - black (20KU0018US)
macmall_116,,20KV000YUS,,Lenovo ThinkPad E585 20KV - Ryzen 7 2700U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2; NVMe - 15.6in IPS 1920 x 1080 (Full HD) - Radeon RX Vega 10 - Wi-Fi; Bluetooth - black (20KV000YUS)
macmall_122,,PC51277,,Dell Latitude E6440 Notebook 14HD Intel Core i5-4300M 2.6Ghz; 8GB RAM;  1TB HD; DVD+/-RW; Windows 10 Professional 64bit - Refurbished (PC5-1277)
macmall_123,,PC51279,,Lenovo ThinkPad T540 Notebook 15.6HD Intel Core i5-4300M 2.6GHz; 8GB RAM; 256GB SSD HD; DVD-ROM; Windows 10 Professional 64bit - Refurbished (PC5-1279)
macmall_124,,PC51405,,Dell Latitude E7450 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 128GB SSD; No Optical Drive; 14in HD Display; Integrated Graphics; Windows 10 Pro 64-bit - Refurbished (PC5-1405)
macmall_125,,PC51406,,Dell Latitude E7450 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 1TB HDD; No Optical Drive; 14in HD Display; Integrated Graphics; Windows 10 Pro 64-bit - Refurbished (PC5-1406)
macmall_126,,PC51412,,HP Inc. ZBook 15 G2 Intel Core i7-4810MQ Quad-Core 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; DVD+/-RW; 15.6in FHD Display; Integrated Graphics; Webcam; Windows 10 Pro 64-bit - Refurbished (PC5-1412)
macmall_127,,PC51414,,HP Inc. ProBook 640 G2 6th Gen Intel Core i5-6300U Dual-Core 2.40GHz Notebook PC - 8GB RAM; 500GB HDD; No Optical Drive; 14in HD Display; Integrated Graphics; Webcam; Windows 10 Pro 64-bit - Refurbished (PC5-1414)
macmall_128,,PC51417,,HP Inc. EliteBook 840 G1/Core i5-4300U 1.9GHz/4GB RAM/128GB SSD/NO_ODD/14/Win 10 HOME 64BIT/Grade B - Refurbished (PC5-1417)
macmall_129,,PC51418,,Dell Latitude E5440/Core i5-4300U 1.9GHz/4GB RAM/128GB SSD/NO_ODD/14/Win 10 HOME 64BIT/Grade B - Refurbished (PC5-1418)
macmall_134,,PC50973,,Dell Latitude E6440 Notebook - 14in HD Display; Intel Core i5-4300M Dual-Core 2.60GHz; 8GB RAM; 750GB 7200rpm SATA; DVD+/-RW; Windows 10 Professional 64-bit - Refurbished (PC5-0973)
macmall_135,,PC51002,,HP Inc. EliteBook Revolve 810 G1 Notebook PC - Intel Core i5-3437U 1.9GHz Dual-Core; 4GB DDR3; 250GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1002)
macmall_136,,PC51003,,HP Inc. EliteBook Revolve 810 G1 Notebook PC - Intel Core i5-3437U 1.9GHz Dual-Core; 8GB DDR3; 120GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1003)
macmall_137,,PC51006,,HP Inc. EliteBook Revolve 810 G2 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 4GB DDR3; 250GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1006)
macmall_138,,PC51014,,HP Inc. ProBook 6470b Notebook 14HD Intel Core i5-3210M 2.5Ghz 120GB SSD HD DVD-ROM Windows 10 Professional 64bit Refurbished (PC5-1014)
macmall_139,,PC51088,,Dell Latitude E7450 Intel Core i7-5600U Dual-Core 2.6GHz Ultrabook PC - 8GB DDR3L SDRAM; 512GB SSD; 14in HD; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1088)
macmall_140,,PC50972,,Dell Latitude E6440 Notebook - 14in HD Display; Intel Core i5-4300M Dual-Core 2.60GHz; 8GB RAM; 250GB SSD; DVD+/-RW; Windows 10 Professional 64-bit - Refurbished (PC5-0972)
macmall_141,,PC50981,,Dell Latitude E7240 Notebook - 12.5in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 128GB SSD; No ODD; Windows 10 Professional 64-bit - Refurbished (PC5-0981)
macmall_142,,PC50983,,Dell Latitude E7440 Notebook - 14in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 4GB RAM; 320GB 7200rpm SATA; No ODD; Windows 10 Professional 64-bit - Refurbished (PC5-0983)
macmall_143,,PC50985,,Dell Latitude E7440 Notebook - 14in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 320GB 7200rpm SATA; No ODD; Windows 10 Professional 64-bit - Refurbished (PC5-0985)
macmall_144,,PC50992,,Dell Latitude E7440 Notebook - 14in HD Display; Intel Core i7-4600U Dual-Core 2.10GHz; 8GB RAM; 180GB SSD; No ODD; Windows 10 Professional 64-bit - Refurbished (PC5-0992)
macmall_145,,PC51080,,Dell Latitude E5540 Notebook - 15.6in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 240GB SSD; DVD+/-RW; Windows 10 Professional 64-bit - Refurbished (PC5-1080)
macmall_146,,PC51126,,Dell Latitude E5440 Intel Core i5-4300U Dual-Core 1.90GHz Notebook PC - 8GB RAM; 128GB SSD; 14in HD; DVD-ROM; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1126)
macmall_147,,PC50995,,HP Inc. ProBook 640 G1 Core i5-4300M 2.6GHz/4GB RAM/500GB/DVDRW/14/Win 10 Pro 64bit - Refurbished (PC5-0995)
macmall_148,,PC50998,,HP Inc. ProBook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz 500GB HD DVD-ROM Windows 10 Professional 64bit Refurbished (PC5-0998)
macmall_149,,PC51010,,HP Inc. EliteBook Revolve 840 G1 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 4GB DDR3L; 120GB SSD; 14in HD Display; Integrated Graphics; GigE; DP; VGA; Refurbished (PC5-1010)
macmall_150,,PC51013,,HP Inc. EliteBook 840 G1 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 8GB DDR3L; 750GB SATA; 14in HD Display; Integrated Graphics; GigE; DP; VGA; Refurbished (PC5-1013)
macmall_151,,PC51076,,Dell Latitude E5440 Notebook - 14in HD Display; Intel Core i3-4010U 1.70GHz; 4GB RAM; 320GB 7200rpm SATA; DVD-ROM; Windows 10 Professional 64-bit - Refurbished (PC5-1076)
macmall_152,,PC51085,,Dell Latitude E7440 Notebook - 14in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 500GB 7200rpm SATA; No ODD; Webcam; Windows 10 Professional 64-bit - Refurbished (PC5-1085)
macmall_153,,PC51090,,HP Inc. Probook 640 G1 Notebook 14 HD Intel Core i5-4300M 2.6GHz 160GB HD No Optical Windows 10 Professional 64bit Refurbished (PC5-1090)
macmall_154,,PC50997,,HP Inc. ProBook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz 120GB SSD HD DVD-ROM Windows 10 Professional 64bit Refurbished (PC5-0997)
macmall_155,,PC50999,,HP Inc. ProBook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz 250GB SSD HD DVD+/-RW Windows 10 Professional 64bit Refurbished (PC5-0999)
macmall_156,,PC51011,,HP Inc. EliteBook Revolve 840 G1 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 8GB DDR3L; 250GB SATA; 14in HD Display; Integrated Graphics; GigE; DP; VGA; Refurbished (PC5-1011)
macmall_157,,PC51128,,HP Inc. EliteBook Folio 9480M Intel Core i5-4210U Dual-Core 1.7GHz Notebook PC - 8GB DDR3L; 256GB SSD; 14in HD Display; Integrated Graphics; Gigabit Ethernet; DP; VGA; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1128)
macmall_158,,PC51038,,HP Inc. EliteBook 840 G1 Intel Core i5-4300U Dual-Core 1.9GHz Notebook PC - 8GB RAM; 500GB HDD 14in HD LCD; 10/100/1000 Ethernet; 802.11 a/b/g/n; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1038)
macmall_159,,PC51045,,HP Inc. EliteBook 840 G1 Intel Core i5-4300U Dual-Core 1.90GHz Notebook PC - 4GB RAM; 500GB HDD; 14in HD Display; 802.11 a/b/g/n; No ODD; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1045)
macmall_160,,PC51050,,Dell Latitude E7240 Intel Core i5-4200U Dual-Core 1.60GHz Notebook PC - 8GB RAM; 128GB SSD; 12.5in HD Display; 802.11 a/b/g/n; No ODD; WebCam; Windows 10 Pro 64-bit - Refurbished (PC5-1050)
macmall_162,,PC51052,,HP Inc. Elitebook 745 G3 AMD A10-8700B 1.80GHz Notebook PC - 8GB RAM; 256GB SSD; 14in HD Display; 802.11a/b/g/n; No ODD; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1052)
macmall_163,,PC51000,,HP Inc. ProBook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz 750GB HD DVD+/-RW Windows 10 Professional 64bit Refurbished (PC5-1000)
macmall_164,,PC51005,,HP Inc. EliteBook Revolve 810 G2 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 4GB DDR3; 120GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1005)
macmall_165,,PC51008,,HP Inc. EliteBook Revolve 810 G2 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 8GB DDR3; 250GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1008)
macmall_166,,PC51012,,HP Inc. EliteBook Revolve 840 G1 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 8GB DDR3L; 250GB SSD; 14in HD Display; Integrated Graphics; GigE; DP; VGA; Refurbished (PC5-1012)
macmall_167,,PC51130,,Dell Latitude E5540 Intel Core i5-4200U Dual-Core 1.6GHz Notebook PC - 4GB RAM; 500GB HDD; DVD-ROM; 15.6in HD; Integrated Graphics; WiFi; Gigabit Ethernet; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1130)
macmall_168,,PC50996,,HP Inc. ProBook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz 750GB HD DVD+/-RW Windows 10 Professional 64bit Refurbished (PC5-0996)
macmall_169,,PC51001,,HP Inc. EliteBook Revolve 810 G1 Notebook PC - Intel Core i5-3437U 1.9GHz Dual-Core; 4GB DDR3; 120GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1001)
macmall_170,,PC51004,,HP Inc. The 11.6in HP EliteBook Revolve 810 G1 Notebook PC is an entry-level PC; delivering the enterprise-class features today’s professionals want—all at a budget-friendly price. (PC5-1004)
macmall_171,,PC51007,,HP Inc. EliteBook Revolve 810 G2 Notebook PC - Intel Core i5-4300U 1.9GHz Dual-Core; 8GB DDR3; 120GB SSD; 11.6in HD Display; Integrated Graphics; GigE; DP; Refurbished (PC5-1007)
macmall_175,,MDEINS235582SA,,Dell Inspiron 15-5570 8th Gen Intel Core i3-8130U 2.2GHz Notebook PC - 12GB DDR4 RAM; 1TB HDD; 15.6in FHD Touch; HD Webcam; 802.11ac; Bluetooth 4.2; USB 3.0; HDMI; Card Reader; Microsoft Windows 10 Home - Refurbished (MDEINS235582SA)
macmall_177,,PC51077,,Dell Latitude E5440 Intel Core i5-4200U Dual-Core 1.6GHz Notebook PC - 4GB SoDimm DDR3L; 500GB SATA HDD; 14in HD; Integrated Graphics; 10/100/1000 Ethernet; 802.11 a/b/g/n; DVD-ROM;  Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1077)
macmall_180,,PC51175,,Dell Latitude E6440 Intel Core i5-4310M Dual-Core 2.7GHz Notebook PC - 4GB RAM; 128GB SSD; 14in HD LCD; Integrated Graphics; DVD-ROM; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1175)
macmall_182,,PC51201,,HP Inc. Elitebook 840 G1 Notebook 14HD Intel Core i5-4300U 1.9GHz 320GB HD No Optical Windows 10 Professional 64bit - Refurbished (PC5-1201)
macmall_183,,PC51274,,HP Inc. Elitebook 840 G1 Notebook 14 Intel Core i5-4300U 1.9GHz; 8GB RAM; 1TB HD; No Optical; Windows 10 Professional 64bit - Refurbished (PC5-1274)
macmall_184,,PC51404,,Dell Latitude E7250 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 128GB SSD; No Optical Drive; 12.5in HD Display; Intel HD Graphics 5500; Windows 10 Pro 64-bit - Refurbished (PC5-1404)
macmall_185,,PC51411,,HP Inc. ZBook 15 G2 Intel Core i7-4810MQ Quad-Core 2.80GHz Mobile Workstation - 16GB RAM; 360GB SSD; DVD+/-RW; 15.6in FHD Display; Integrated Graphics; Webcam; Windows 10 Pro 64-bit - Refurbished (PC5-1411)
macmall_186,,PC51413,,HP Inc. ProBook 640 G2 6th Gen Intel Core i5-6300U Dual-Core 2.40GHz Notebook PC - 8GB RAM; 1TB HDD; No Optical Drive; 14in HD Display; Integrated Graphics; Webcam; Windows 10 Pro 64-bit - Refurbished (PC5-1413)
macmall_187,,PC51415,,HP Inc. ProBook 640 G2 6th Gen Intel Core i5-6300U Dual-Core 2.40GHz Notebook PC - 8GB RAM; 512GB SSD; No Optical Drive; 14in HD Display; Integrated Graphics; Webcam; Windows 10 Pro 64-bit - Refurbished (PC5-1415)
macmall_188,,PC51009,,HP Inc. EliteBook 840 G1 Intel Core i5-4300U Dual-Core 1.9GHz Notebook PC - 4GB RAM; 250GB HDD; 14in LCD; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1009)
macmall_203,,PMJ64,,Dell Latitude 5490 8th Gen Intel Core i7-8650U 1.9GHz Notebook PC -  16GB RAM; 512GB SSD Class 20; 14in 1920x1080 (Full HD); UHD Graphics 620; Wi-Fi; BT; Win 10 Pro 64-bit; BTS with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis (PMJ64)
macmall_231,,PC51407,,Dell Latitude E7450 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 500GB HDD; No Optical Drive; 14in HD Display; Integrated Graphics; Windows 10 Pro 64-bit - Refurbished (PC5-1407)
macmall_232,,PC51408,,HP Inc. EliteBook 840 G2 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 128GB SSD; No Optical Drive; 14in HD Display; Integrated Graphics; Windows 10 Pro 64-bit - Refurbished (PC5-1408)
macmall_233,,PC51409,,HP Inc. EliteBook 840 G2 5th Gen Intel Core i5-5300U Dual-Core 2.30GHz Notebook PC - 8GB RAM; 1TB HDD; No Optical Drive; 14in HD Display; Integrated Graphics; Windows 10 Pro 64-bit - Refurbished (PC5-1409)
macmall_234,,PC51416,,HP Inc. Pro Book 640 G1 Core i5-4300M 2.6GHz/4GB RAM/128G SSD/DVDRW/14/Cam/Win 10 HOME 64BIT/Grade B - Refurbished (PC5-1416)
macmall_235,,PC51431,,Dell Latitude E7270/Core i7-6600U 2.6GHz/8GB RAM/512GB SSD/NO ODD/12.5/Win 10 Pro 64BIT - Refurbished (PC5-1431)
macmall_236,,PC50857,,HP Inc. Elitebook 8460P Notebook 14HD Intel Core  i5-2520M 2.5GHz 320GB HD DVD-ROM Windows 10 Professional 64bit Refurbished (PC5-0857)
macmall_237,,PC50970,,Dell Latitude E6440 Notebook - 14in HD Display; Intel Core i5-4300M Dual-Core 2.60GHz; 4GB RAM; 120GB SSD; DVD-ROM Windows 10 Professional 64-bit - Refurbished (PC5-0970)
macmall_238,,PC51195,,Lenovo ThinkPad T510/Core i5-520M 2.4GHz/4GB RAM/160GB/DVDRW/15.6/Win 10 HOME 64BIT/GRADE B - Refurbished (PC5-1195)
macmall_240,,PC51271,,HP Inc. Probook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz; 8GB RAM; 256GB SSD HD; Windows 10 Professional 64bit - Refurbished (PC5-1271)
macmall_241,,PC51272,,HP Inc. Probook 640 G1 Notebook 14HD Intel Core i5-4300M 2.6GHz; 8GB RAM; 1TB HD; No Optical; Windows 10 Professional 64bit - Refurbished (PC5-1272)
macmall_242,,PC51275,,Dell Latitude E5440 Notebook 14HD Intel Core i5-4210U 1.7GHz; 8GB RAM; 1TB HD; DVD+/-RW; Windows 10 Professional 64bit - Refurbished (PC5-1275)
macmall_243,,PC51280,,Dell Latitude E5450 Notebook 14 HD Intel Core i5-5300U 2.3GHz; 4GB RAM; 128GB SSD HD; No Optical; Windows 10 Professional 64bit - Refurbished (PC5-1280)
macmall_246,,PC50947,,Dell Latitude E5440 Notebook - 14in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 500GB 7200rpm SATA; DVD+/-RW; Windows 10 Professional 64-bit - Refurbished (PC5-0947)
macmall_247,,PC51177,,Lenovo ThinkPad T540p Laptop - Intel Core i5-4300M 2.6GHz CPU - 4GB RAM - 500GB 7200rpm HDD - 15.6in HD Display - 2x USB 3.0 - VGA - Mini-DisplayPort - LAN - Wi-Fi - Win 10 Pro 64-bit - Refurbished (PC5-1177)
macmall_249,,PC50948,,Dell Latitude E5440 Notebook - 14in HD Display; Intel Core i5-4300U Dual-Core 1.90GHz; 8GB RAM; 250GB SSD; DVD+/-RW; Windows 10 Professional 64-bit - Refurbished (PC5-0948)
macmall_250,,PC51190,,Dell Latitude E5440/Core i5-4200U 1.6GHz/4GB RAM/320GB HDD/DVD/14/Win 10 HOME 64BIT/GRADE B - Refurbished (PC5-1190)
macmall_258,,PC50870,,Dell Latitude E7440 Ultrabook Intel Core i5-4300U 1.9GHz; 8GB RAM; 256GB SSD; NO ODD; 14in Display; CAM; HDMI; Win10 Pro 64 - Refurbished (PC5-0870)
macmall_259,,PC50833,,Lenovo REF T430 I5-3320M 2.6/8/500/14in/W10P (PC5-0833)
macmall_260,,WH14J,,Dell Latitude 5590 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - BTS (WH14J)
macmall_294,,PC51187,,HP Inc. Probook 640 G1/Core i5-4300M 2.6GHz/4GB RAM/320GB HDD/DVDRW/14/Webcam/Win 10 HOME 64BIT/GRADE B - Refurbished (PC5-1187)
macmall_299,,VTXR,,Dell Latitude 5580 Laptop PC - 15.6in HD Display; Intel Core i3-7100U 2.40GHz Dual-Core Processor; 4GB DDR4 RAM; 500GB HDD; NVIDIA GeForce 940MX Graphics; Windows 10 Professional 64-bit (0VTXR)
macmall_300,,PC51378,,HP Inc. Mobile Workstation ZBook 14 I7-4600U 2.1GHz/8GB RAM/256GB SSD/14in/Win 10 Pro 64 - Refurbished (PC5-1378)
macmall_317,,PC50672,,Dell Latitude E6420 Notebook 14.0HD Intel Core i5-2520M 2.5GHz; 8GB RAM; 128GB SSD HD; DVD+/-RW; Windows 10 Professional 64bit - Refurbished (PC5-0672)
macmall_319,,4CH27,,Dell Precision Mobile Workstation 3520 - Core i5 7440HQ / 2.8 GHz - Win 10 Pro 64-bit - 8 GB RAM - 500 GB HDD - 15.6in 1920 x 1080 (Full HD) - Quadro M620 - Wi-Fi; Bluetooth (4CH27)
macmall_321,,CN7RN,,Dell Latitude 3590 8th Gen Intel Core i5-8250U Quad-Core 1.6GHz Notebook PC - 8GB RAM; 500GB HDD; 15.6in 1366 x 768 (HD); UHD Graphics 620; Wi-Fi; Bluetooth; BTS; Microsoft Windows 10 Pro 64-bit (CN7RN)
macmall_322,,MMV2F,,Dell Latitude 3590 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM; 256GB SSD; 15.6in 1920 x 1080 (Full HD); Radeon 530; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro 64-bit (MMV2F)
macmall_323,,5KJRV,,Dell Latitude 7490 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 128 GB SSD Class 20 - 14in 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - BTS (5KJRV)
macmall_330,,PC51094,,Lenovo REF TP T440 I5-4300U 1.9/8/250/14/W10P (PC5-1094)
macmall_336,,PC51044,,HP Inc. EliteBook 840 G1 Intel Core i5-4300U Dual-Core 1.90GHz Notebook PC - 4GB RAM; 180GB SSD; 14in HD Display; 802.11 a/b/g/n; No ODD; Microsoft Windows 10 Pro 64-bit - Refurbished (PC5-1044)
macmall_338,,TFG4H,,Dell Latitude 3380 - Intel Core i3-6006U - 4GB DDR4 RAM - 128GB SSD - Windows 10 Pro (TFG4H)
macmall_343,,3K8JP,,Dell Latitude 3590 8th Gen Intel Core i7-8550U 1.8GHz Notebook PC - 8GB RAM; 500GB HDD; 15.6in 1920 x 1080 (Full HD); Radeon 530; WiFi; Bluetooth; Microsoft Win 10 Pro 64-bit - BTS with 1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis (3K8JP)
macmall_364,,5CY81UTABA,,HP Inc. EliteBook 840 G5 7th Gen Intel Core i5-7300U 2.6GHz Notebook PC - 16GB RAM; 512GB SSD; 14in IPS 1920 x 1080 (Full HD) Display; Intel HD Graphics 620; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro 64-bit (5CY81UTABA)
macmall_365,,5CY82UTABA,,HP Inc. ProBook 640 G4 7th Gen Intel Core i5-7300U Dual-Core 2.60GHz Notebook PC - 16GB RAM; 512GB PCIe NVMe M.2 SSD; 14in FHD (1920x1080) IPS Anti-Glare LED-backlit Display; Intel HD Graphics 620; Wi-Fi; Bluetooth 4.2; Webcam; Windows 10 Pro 64-bit (5CY82UTABA)
macmall_366,,5CY80UTABA,,HP Inc. EliteBook 840 G5 7th Gen Intel Core i5-7300U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB M.2 SATA SED SSD; 14in FHD (1920x1080) IPS eDP + PSR Anti-Glare LED-backlit Display; Intel UHD Graphics 620; Wi-Fi; Bluetooth 4.2; Windows 10 Pro 64-bit (5CY80UTABA)
macmall_368,,4TK39UTABA,,HP Inc. ProBook 645 G4 AMD Ryzen 7 2700U Quad-Core 2.2GHz Notebook PC - 8GB RAM; 128GB SSD TLC; 14in HD; AMD Radeon Vega; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro 64-bit - Natural Silver (4TK39UTABA)
macmall_369,,4TN71UTABA,,HP Inc. EliteBook 755 G5 AMD Ryzen 7 PRO 2700U APU Quad-Core 2.20GHz Notebook PC - 8GB RAM; 256GB PCIe NVMe SSD; 15.6in FHD (1920x1080) IPS LED-backlit Touchscreen Display; Radeon Vega Graphics; Wi-Fi; Bluetooth 4.2; Windows 10 Pro 64 (4TN71UTABA)
macmall_371,,5CZ70UCABA,,HP Inc. CTO5 840EB G5 I5/1.7 4C 14 8GB 256GB (5CZ70UCABA)
macmall_374,,XF9PJ,,Dell Latitude 7490 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM; 256GB SSD Class 20; 14in IPS 1920 x 1080 (Full HD); UHD Graphics 620; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro 64-bit; BTS; with 3 Years ProSupport (XF9PJ)
macmall_378,,2NK6Y,,Dell Latitude 5290 8th Gen Intel Core i5-8350U Quad-Core 1.70GHz Notebook PC - 8GB RAM; 256GB SSD Class 20; 12.5in 1366 x 768 (HD); UHD Graphics 620; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro 64-bit (2NK6Y)
macmall_382,,6J9XN,,Dell Latitude 5490 - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - BTS (6J9XN)
macmall_383,,C6JC7,,Dell Latitude 5590 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM; 500GB HDD; 15.6in 1366 x 768 (HD); UHD Graphics 620; Wi-Fi; Bluetooth; BTS with 1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis (C6JC7)
macmall_389,,GL63221,,MSI GL63/I5-8300H/GTX1050TI/8GB/256SSD/WIN1 (GL63221)
macmall_414,,GL503GEES52,,ASUS ROG Strix 15 GL503GE-ES52 - Hero Edition - Core i5 8300H / 2.3 GHz - Win 10 Home 64-bit - 8 GB RAM - 128 GB SSD NVMe + 1 TB Hybrid Drive - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 Ti - 802.11ac; Bluetooth (GL503GE-ES52)
macmall_415,,4JB90UTABADOCK,,HP Inc. EliteBook 745 G5 AMD Ryzen 7 Pro 2700U 2.2GHz Notebook PC - 8GB DDR4; 256GB SSD; 14in IPS FHD 1920x1080; Radeon Vega; USB-C; Bluetooth; Microsoft Windows 10 Pro 64-bit with Thunderbolt Dock G2 (4JB90UTABA-DOCK)
macmall_416,,I1601FWUXFKG,,Microsoft AOC Portable Display/ Surface Pro Bundle (I1601FWUX-FKG)
macmall_417,,I1601FWUXFJY,,Microsoft AOC Portable Display/ Surface Pro Bundle (I1601FWUX-FJY)
macmall_419,,2SP82UARABL,,HP Inc. Spectre x360 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 16GB RAM; 512GB HDD; 13.3in Touchscreen Display; Intel UHD Graphics 620; 802.11ac; Bluetooth; Webcam; Microsoft Windows 10 Home 64-bit - Refurbished (2SP82UARABL)
macmall_420,,XBUYU938BT3,,Fujitsu Computer Systems LIFEBOOK U938 - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD - 13.3in touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - matte black - kbd: US (XBUY-U938-BT3)
macmall_439,,AERO15XV8BK4K4P,,GIGA-BYTE Technology Aero 15X V8 - Core i7 8750H / 2.2 GHz - Win 10 Pro - 16 GB RAM - 512 GB SSD NVMe - 15.6in IPS 3840 x 2160 (Ultra HD 4K) - GF GTX 1070 Max-Q / UHD Graphics 630 - 802.11ac; Bluetooth - black (AERO 15X V8-BK4K4P)
macmall_443,,GM501GMWS74,,ASUS ROG Zephyrus M 8th Gen Intel Core i7-8750H 2.2GHz Gaming Notebook PC - 16GB RAM; 1 TB SSHD + 256 GB NVMe SSD; 15.6in IPS 1920 x 1080 FHD Display; NVIDIA GeForce GTX 1060; Gigabit Ethernet; Wi-Fi; Bluetooth; Microsoft Windows 10 Home 64-bit (GM501GM-WS74)
macmall_450,,90NB0J71M02520,,ASUS VivoBook Flip 14 TP412UA DB51T 8th Gen Intel Core i5-8250U Quad-Core 1.6GHz 2-in-1 Notebook PC - 8GB RAM; 256GB SSD; 14in Touchscreen FHD; 802.11ac; Bluetooth 4.2; Webcam; Fingerprint Reader; Microsoft Windows 10 Home 64-bit - Star Grey (90NB0J71-M02520)
