clusterID,Values,Size,IDs
cluster_6061, MQED2LLA; APIPW64C12SG; 190198474797; , 1,sdicraft_594; 
cluster_22220, 889894960405; V1P72UTABA; I54813083GRY; HE640G2V1P72; 80RU00D7US; V1P72UT; 13867979; B01FJGJYHE; , 6,savingslots_527; pcmg_674; sdicraft_111; howardcomputer_251; bestbuy_678; electronicsface_228; 
cluster_7969, UEULO2HWJZDJBONI; 193015138254; , 1,massgenie_909; 
cluster_18170, 887111770554; C8M24UPABA; , 2,howardcomputer_361; techcrave_402; 
cluster_737, 884116294122; 127217601; , 1,walmart_581; 
cluster_6600, 889894952622; V1N79UPABA; , 1,howardcomputer_453; 
cluster_4909, CRM3180D44PV; 884116261810; , 1,bestbuy_373; 
cluster_16849, 192563053811; 81DE0043US; , 2,macmall_395; antonline_765; 
cluster_10043, LATI5290DNDM6; 889894907578; , 1,savingslots_318; 
cluster_18444, 889894770639; T8Y72USABA; , 2,techcrave_678; howardcomputer_367; 
cluster_3372, PC51356; 825633458314; , 1,macmall_28; 
cluster_1345, 192018032798; 1WA61EA#ABU; , 1,box_0018; 
cluster_4092, 192545579148; 4FW58UTABA; , 1,howardcomputer_907; 
cluster_5707, 754002; XF9PJ; 884116283317; , 1,microcenter_119; 
cluster_16970, HEZBSG315Z2K; HEZBSG315Z2Q; 190780767870; , 2,sdicraft_376; sdicraft_396; 
cluster_12930, 641719000556; 13364953; , 1,bestbuy_268; 
cluster_14672, M74F6; , 1,macmall_548; 
cluster_20051, 190725235952; 80VJ0001US; 41043629; , 3,pcmg_562; antonline_975; bestbuy_769; 
cluster_15195, 190576524649; , 2,techcrave_265; antonline_962; 
cluster_7999, 15CS0010NR; 889349932629; , 1,savingslots_485; 
cluster_8802, 192545695572; , 1,buydig_236; 
cluster_9047, NOT05566; 192545305822; 9S716K212247; , 1,cclonline_6; 
cluster_669, 44709737; 825633341647; , 1,walmart_380; 
cluster_5006, 190940065501; B072HXDJ4B; , 1,electronicsface_275; 
cluster_7531, 56208118; 825633433380; , 1,walmart_874; 
cluster_5011, AW15R21546SLV; 888863628612; B015P3SNN2; , 1,electronicsface_3; 
cluster_261, 20KF005RUS; 192651087858; , 1,howardcomputer_977; 
cluster_10521, 885170279681; CF20C5001KM; PACF20C5001K; , 1,sdicraft_323; 
cluster_6954, 41039295; PC50981; , 1,pcmg_291; 
cluster_7961, Z0VA|27GHZ|16GB|512G|En; , 1,portableone_50; 
cluster_4374, 15BQ210NR; 840843; 193015402256; , 1,microcenter_37; 
cluster_7586, 773563313; 678615071984; , 1,walmart_657; 
cluster_18482, 190781385769; , 2,antonline_350; buydig_404; 
cluster_7931, S100315NJ; 192545179874; , 1,savingslots_583; 
cluster_5494, 885170299368; CF54F0089KM; , 1,howardcomputer_529; 
cluster_1556, ACCB3532C4ZZ; NXGHJAA008; , 1,bhphotovideo_89; 
cluster_4893, 889349201862; GL752VWDH74; , 1,truecurate_450; 
cluster_20381, 884116280651; TK2GY; , 3,antonline_899; howardcomputer_807; techcrave_2193; 
cluster_17207, 190781385707; WV8FR6JKI1XCJQMO; , 2,massgenie_690; antonline_271; 
cluster_6675, FUJCE200300000AABAT; , 1,techcrave_922; 
cluster_11246, 32198D27D9B02B6E; , 1,massgenie_20; 
cluster_11733, 711198247; 191376658411; , 1,walmart_744; 
cluster_6252, Z0V00002H; , 1,portableone_51; 
cluster_22103, 884116294092; AW17R57092SLVPUS; AW17R57092SLV; 20LF000JUS; , 6,buydig_46; rlsteinway_33; antonline_463; bestbuy_138; savingslots_97; cukusa_35; 
cluster_10820, 658934269; 690339055088; , 1,walmart_273; 
cluster_20185, 190781978800; 20L90042US; , 3,antonline_396; techcrave_22; savingslots_245; 
cluster_16127, 191628971671; HE440G52TC01; 2TC01UTABA; , 2,sdicraft_151; techcrave_58; 
cluster_6042, CF311P520VM; , 1,howardcomputer_1767; 
cluster_1197, LATI3590D9R2Y; 193015851481; , 1,savingslots_499; 
cluster_8991, 887899525896; , 1,techcrave_1718; 
cluster_9677, XMGA707ngm; B01MUGU304; 4250519946559; , 1,gdxtech_65; 
cluster_9914, FUJBUL0010000WAAAJI; , 1,techcrave_917; 
cluster_368, HE640G33RU65; 3RU65UTABA; , 1,sdicraft_233; 
cluster_18318, X540MADB22; 889349979945; , 2,bestbuy_288; howardcomputer_879; 
cluster_1297, 190781540762; 1HG19EAABD; B01MTEWUES; , 1,gdxtech_107; 
cluster_6436, LEN20LD001JUS; , 1,techcrave_1325; 
cluster_1868, 884116260189; , 1,techcrave_2188; 
cluster_7629, SNOINS220073SA; , 1,techcrave_2048; 
cluster_7706, 41212509; PC51202; , 1,pcmg_82; 
cluster_12180, VM1W2A3A1AUS0AA; , 1,howardcomputer_1833; 
cluster_9379, 190781954026; , 1,cukusa_14; 
cluster_10101, FUJEDUT93701017; , 1,techcrave_963; 
cluster_16069, 889842386486; , 2,abt_84; antonline_21; 
cluster_3051, 1NM38UT; 190780179833; , 1,savingslots_29; 
cluster_18356, 192330060172; , 2,antonline_1043; techcrave_231; 
cluster_13992, DCGL503VMDB74CA; 889349851913; , 1,kaizyr_24; 
cluster_5200, 168509367; 741807520932; , 1,walmart_146; 
cluster_17704, 2DW50UTABA; 40630496; 2DW50UT; 191628140930; , 2,truecurate_523; pcmg_493; 
cluster_16116, 192876095645; UX391UAXB71R; , 2,abt_102; bestbuy_360; 
cluster_5379, 888462163477; , 1,galleon_92; 
cluster_1054, T410I524432010REFURBISHED; 812177027816; , 1,bestbuy_779; 
cluster_542, 825633420793; 56150759; , 1,walmart_642; 
cluster_8324, CF54J7198VM; , 1,howardcomputer_2069; 
cluster_19658, 824142164556; IN3GY970; WE73293; WE738SK293; , 3,microcart_134; antonline_824; bestbuy_935; 
cluster_1055, 41442058; LAT237600SA; , 1,pcmg_638; 
cluster_9609, CF54CX077BM; , 1,portableone_153; 
cluster_14443, IN9U1782; 852170006883; 9XNQWHT; , 1,microcart_45; 
cluster_1929, 192018861916; 15CH011DX; , 1,bestbuy_701; 
cluster_16172, NXG54AA012; 841631112096; 888863714155; , 2,bestbuy_88; truecurate_14; 
cluster_13639, SNOINS220871SD; , 1,techcrave_2051; 
cluster_17874, 191999308670; AE027E960666731F; , 2,antonline_1109; massgenie_831; 
cluster_20452, 889842152517; 9ER00001; , 3,rlsteinway_92; rlsteinway_94; portableone_126; 
cluster_851, 365033132; 192545383820; , 1,walmart_123; 
cluster_17476, FWFWM; 40970734; 884116282884; , 2,pcmg_692; howardcomputer_93; 
cluster_11177, GETBA733CAAEDXX; , 1,techcrave_2285; 
cluster_3218, XKTXSKRJW7MSJM0A; , 1,massgenie_372; 
cluster_2028, 825633356610; 50910448; , 1,walmart_929; 
cluster_4826, V2W05UT; 889894872296; , 1,savingslots_274; 
cluster_37, DEI55707715S; I55707715SLVPUS; 884116276715; , 1,sdicraft_232; 
cluster_9363, HE440G52SU15; 2SU15UTABA; , 1,sdicraft_185; 
cluster_5022, SNOLAT183372SA; , 1,techcrave_2140; 
cluster_6390, 885170321144; , 1,techcrave_1461; 
cluster_10453, , 1,abt_145; 
cluster_4077, 889661153054; , 1,techcrave_1562; 
cluster_14236, 2VA59USABA; 192018100558; , 1,howardcomputer_685; 
cluster_843, 190780609071; Y5T66EAABD; B01JA3FUFW; , 1,gdxtech_192; 
cluster_9726, MXVCE4CXFSLWKS5O; , 1,massgenie_515; 
cluster_17795, PC51009; 40780586; , 2,pcmg_336; macmall_188; 
cluster_485, 821660111796; 971597441; , 1,walmart_796; 
cluster_17187, THKW1; 754010; 884116283287; , 2,howardcomputer_191; microcenter_93; 
cluster_22135, GL504GSDS74; 884116255345; 192876068687; , 6,truecurate_405; cukusa_3; macmall_693; howardcomputer_1011; bestbuy_322; electronicsface_87; 
cluster_1897, PT472E00F00UEN; NOT04285; 4051528333978; , 1,cclonline_175; 
cluster_10171, Z0V0|29GHZ|560X|32GB|512B|En; , 1,portableone_87; 
cluster_21487, 884116280149; S530UADB51; W0JKY; , 4,savingslots_486; howardcomputer_143; techcrave_2204; antonline_661; 
cluster_13410, CF19ZE051BM; , 1,portableone_227; 
cluster_11420, 636123059719; 135744297; , 1,walmart_903; 
cluster_2256, 742271787425; Z0UB0002C; , 1,portableone_113; 
cluster_1273, 889842249316; HMX-00003; , 1,box_0316; 
cluster_3951, 885170284845; CF54F0976KM; , 1,howardcomputer_2299; 
cluster_16977, 1FY91UTABA; HE360G11FY91; 190781403470; , 2,bhphotovideo_80; sdicraft_324; 
cluster_12861, GETBE23B5DAEJXX; , 1,techcrave_2481; 
cluster_13555, 191114099001; B01N353QOO; GX792703D; , 1,electronicsface_28; 
cluster_3071, 193015981409; , 1,antonline_64; 
cluster_3205, FUJBETKD10000HAAACL; , 1,techcrave_873; 
cluster_1157, 884116256342; 567991938; , 1,walmart_58; 
cluster_4706, GETBE23CCDAEJXX; , 1,techcrave_2496; 
cluster_5036, 192018085084; 2UB81ET#ABU; , 1,box_0076; 
cluster_7195, LEN20LQ0001US; , 1,techcrave_1362; 
cluster_7948, B8430UA-FA0410E-OSS; 4712900435863; , 1,box_0253; 
cluster_16034, FUX00001; MIS215I71651; 889842247374; , 2,bestbuy_869; sdicraft_365; 
cluster_6015, 3WD94UTABA; 192545207089; , 1,howardcomputer_945; 
cluster_20270, HEZBSG41NL5Q; HEZBSG41NL56; 1NL56UTABA; HEZBSG41NL5K; 190781746249; , 3,sdicraft_538; sdicraft_518; sdicraft_457; 
cluster_4322, HPIW1Z77USABA; , 1,techcrave_701; 
cluster_5620, IN2QH577; 20L5000WUS; 192330091770; , 1,microcart_23; 
cluster_9476, 191999586689; , 1,techcrave_1235; 
cluster_20042, 824142160565; GS73STEALTH012; , 3,bestbuy_922; truecurate_162; antonline_1022; 
cluster_18151, S530UADB51; 889349987186; , 2,macmall_451; bestbuy_349; 
cluster_9877, 191999250863; , 1,antonline_925; 
cluster_6746, 884116162247; , 1,buydig_407; 
cluster_3891, 841631114557; NXGKHAA001; , 1,bestbuy_43; 
cluster_14671, 674023061531; 579895376; , 1,walmart_917; 
cluster_6650, 885170269347; PACF54D2900V; CF54D2900VM; , 1,sdicraft_208; 
cluster_21942, 20L7002CUS; 192158890067; 40980946; 889899040577; , 5,howardcomputer_1499; macmall_204; bestbuy_815; pcmg_12; savingslots_146; 
cluster_7946, 884116293118; 468122405; , 1,walmart_958; 
cluster_10022, 653471165; 884116261780; , 1,walmart_762; 
cluster_12080, HPI4KP56USABA; , 1,techcrave_390; 
cluster_5672, 81DE0085US; , 1,macmall_615; 
cluster_16945, PC51011; 41039321; , 2,macmall_156; pcmg_303; 
cluster_13915, 841631126291; NXGUKAA001; , 1,bestbuy_6; 
cluster_17715, HEZBSG41MP2X; HEZBSG41MP26; 190781752608; 1MP26UTABA; , 2,sdicraft_498; sdicraft_500; 
cluster_10756, 887758710142; , 1,techcrave_442; 
cluster_6100, LEN20LQ0007US; , 1,techcrave_1364; 
cluster_7418, 5JML7S3AQZTJSOQB; , 1,massgenie_762; 
cluster_9025, HEZBX23WP24; 3WP24UTABA; , 1,sdicraft_569; 
cluster_10191, CF3117381KM; , 1,portableone_165; 
cluster_1361, HECB11G63N58; 3NU58UTABA; 192018915244; , 1,bhphotovideo_77; 
cluster_3673, O3N8EN8NDBNIKXI; , 1,massgenie_926; 
cluster_14098, 2LW97UTABA; 191628580781; HEZB14UG42LW; , 1,sdicraft_501; 
cluster_9924, CF54FX00KM; 885170315365; , 1,howardcomputer_2261; 
cluster_3436, HEZB17G304UT; 889899040591; V1Q04UTABA; , 1,sdicraft_415; 
cluster_17737, PC50549; 40118331; 825633403031; , 2,macmall_252; pcmg_79; 
cluster_18358, I73737227GRYPUS; 884116276227; , 2,truecurate_270; bestbuy_432; 
cluster_949, SH3DTIDATHXW; , 1,howardcomputer_937; 
cluster_9539, STETRURIDO4UI71W; , 1,massgenie_431; 
cluster_4615, 844750021188; , 1,techcrave_1916; 
cluster_11345, 6901443217816; 53010BPA; , 1,box_0143; 
cluster_12424, 652012792093R; 652012792093; 807263; , 1,microcenter_74; 
cluster_20363, 192545016674; V1H19UT; HE850G53RS07; DZXYL2B7HXEVDKO7; 3RS07UTABA; , 3,savingslots_199; massgenie_621; sdicraft_258; 
cluster_2819, 889349786680; UX430UADB71BL; ASUX430UADB7; , 1,sdicraft_143; 
cluster_13734, 191376694655; 20JM000CUS; , 1,truecurate_185; 
cluster_5182, TWDDS15B075FM6M8N4; , 1,techcrave_1002; 
cluster_16023, 191200358845; 80VV003UUK; NOT04081; , 2,cclonline_117; box_0161; 
cluster_14115, FUJCED0010000WAAAHL; , 1,techcrave_944; 
cluster_7191, 7DRKQWHITE; 858603004976; IN3E8106; , 1,microcart_175; 
cluster_582, 777667266; 689354192182; , 1,walmart_436; 
cluster_13519, GETBA7335FAEDXX; , 1,techcrave_2284; 
cluster_1693, HEZ15G3V2W0K; 889899048542; , 1,sdicraft_405; 
cluster_188, 777862; 602573234952; KITLE23495; , 1,microcenter_105; 
cluster_15506, 884116293385; I75887385BLKPUS; , 2,bestbuy_402; truecurate_377; 
cluster_4617, RND95; 5397184081150; , 1,box_0441; 
cluster_825, 56123842; 827396534182; , 1,walmart_63; 
cluster_12209, 41089405; 824142160619; GS73016; , 1,pcmg_666; 
cluster_11466, 2UK88UTABA; HEZBU14G4K88; , 1,sdicraft_490; 
cluster_7241, C771T32GW; 191114470947; , 1,bestbuy_10; 
cluster_9806, CF54J7181VM; , 1,howardcomputer_1399; 
cluster_17829, NXGR7AA002; 191114433652; , 2,howardcomputer_725; bestbuy_110; 
cluster_8157, GETBA73B5DAEJXX; , 1,techcrave_2314; 
cluster_12178, W0T07UTABA; 889899726457; , 1,howardcomputer_267; 
cluster_21365, 884116283119; , 4,antonline_886; rlsteinway_42; techcrave_1981; buydig_182; 
cluster_11697, CF54FX145KM; , 1,howardcomputer_1569; 
cluster_3123, 812177027410; E6430I526850010; , 1,bestbuy_514; 
cluster_8908, KBKPE6UBZGGE39MP; , 1,massgenie_283; 
cluster_1521, 887758579473; , 1,techcrave_431; 
cluster_14203, 581244970; , 1,walmart_812; 
cluster_11999, 888793087626; , 1,techcrave_523; 
cluster_7300, B01N5M9S2S; 4250519946641; XMGP507pws; , 1,gdxtech_74; 
cluster_1096, FUJEDUP72701088; , 1,techcrave_953; 
cluster_14659, P658RE048AU; , 1,jw_189; 
cluster_7013, 887758752135; , 1,techcrave_445; 
cluster_11495, ACBTMPB115MVCTC; , 1,techcrave_866; 
cluster_18506, 192651089487; , 2,antonline_545; techcrave_1307; 
cluster_10238, 40658038; 190198393401; MPXR2LLA; , 1,pcmg_123; 
cluster_14399, 2KQ71PA; , 1,jw_107; 
cluster_1908, DMK30000218068221; , 1,techcrave_1941; 
cluster_18472, 192545798297; , 2,antonline_151; buydig_345; 
cluster_3142, 41518883; 193124473772; 20MD002NUS; , 1,pcmg_610; 
cluster_8329, DMK89TMN; , 1,techcrave_1973; 
cluster_20415, NP900X3TK03US; 884116283089; 887276248912; 41044564; , 3,savingslots_174; pcmg_37; howardcomputer_223; 
cluster_10626, D3S1333D4GS3X2FBA; 4260261478963; B00QMB8AXU; , 1,gdxtech_53; 
cluster_8412, 2EV43PADEMO; 290088103582; , 1,jw_65; 
cluster_12248, GETBE23KQDAEGXX; , 1,techcrave_2532; 
cluster_1492, 1JD33UTABA; 190781697817; HEZB15G4JD33; , 1,sdicraft_503; 
cluster_4364, GETBB7CC5AAEHXX; , 1,techcrave_2444; 
cluster_680, GETBE2325AAHXXX; , 1,techcrave_2455; 
cluster_8531, GETBA73D5DAEDXX; , 1,techcrave_2350; 
cluster_5518, NX.H0FEK.001; 4713883737340; , 1,box_0403; 
cluster_6642, 817707018234; , 1,antonline_1197; 
cluster_9261, 641719000495; 13364947; , 1,bestbuy_238; 
cluster_15585, 884116274797; 328387140; , 2,antonline_798; walmart_389; 
cluster_942, CF20A0001VM; , 1,portableone_247; 
cluster_10357, 885170310513; CF54F9887VM; , 1,howardcomputer_741; 
cluster_13747, LEN20KH002FUS; , 1,techcrave_188; 
cluster_9916, WS07XTR6AKXRLMNC; 192651171854; , 1,massgenie_84; 
cluster_5079, APIPW51C10RG; 190198343437; MPMH2LLA; , 1,sdicraft_621; 
cluster_5600, 889661161318; , 1,techcrave_1532; 
cluster_6888, FUJEDUP72701089; , 1,techcrave_954; 
cluster_1602, 41592730; PC51412; , 1,pcmg_72; 
cluster_18187, 192330061438; 40989344; 20LB0017US; , 2,antonline_1041; pcmg_576; 
cluster_11677, FUJCE3KD30000PAABFP; , 1,techcrave_933; 
cluster_9162, 682311408; 192651055031; , 1,walmart_155; 
cluster_4755, 4EHIJQYGW48YOQCL; 652513848268; , 1,massgenie_74; 
cluster_7342, 889800753985; 20D9001SUS; , 1,howardcomputer_1433; 
cluster_8050, NXGTMSA014C77; 4713883872164; , 1,jw_17; 
cluster_12324, 991937747; 636983368082; , 1,walmart_776; 
cluster_6208, I77737855GRYPUS; 884116275855; , 1,bestbuy_447; 
cluster_21471, 824142160909; GS65068; GS65STEALTHTHIN068; 41088141; , 4,antonline_970; bestbuy_914; pcmg_652; buydig_329; 
cluster_21080, 192158788692; UQT3J1FMSIECASSS; 805127; 20L9001NUS; IN2QH529; , 4,massgenie_716; antonline_1028; microcenter_79; microcart_153; 
cluster_17791, 81AX00FHUK; NOT04970; 192158991160; , 2,cclonline_49; box_0182; 
cluster_20280, 192018117204; 2VM76UTABA; 40788423; 4HZ53UT; SQVKKNI9N80RVBYZ; , 3,savingslots_201; pcmg_704; massgenie_541; 
cluster_1238, 821660111000; DC821660111000CA; , 1,kaizyr_143; 
cluster_11068, 63F8B36FED53C3; , 1,massgenie_374; 
cluster_18123, 192545807340; 4NL40UTABA; , 2,macmall_464; antonline_192; 
cluster_2506, VM1W2A1A2BUS01A; , 1,howardcomputer_2209; 
cluster_14112, SNOINS235024SA; , 1,techcrave_2096; 
cluster_2638, Z0UJ|23GHz|8GB|128GB|En; , 1,portableone_92; 
cluster_3114, FUJBUG0030000WAAACV; , 1,techcrave_907; 
cluster_44, NXGR7AA003; 841631121906; , 1,bestbuy_108; 
cluster_12782, NP8851; , 1,cukusa_8; 
cluster_7863, 190781727002; , 1,techcrave_368; 
cluster_5424, F9Y13UPABA; 888182541951; , 1,howardcomputer_1237; 
cluster_13954, 3GH97ES#ABU; 192018747128; , 1,box_0111; 
cluster_14404, 888182843093; , 1,techcrave_498; 
cluster_7431, 943300005; , 1,howardcomputer_1019; 
cluster_5784, 888793447628; , 1,techcrave_549; 
cluster_4308, 4712900989564; FX504GEE4012T; , 1,jw_35; 
cluster_5163, 192545094474; 2ZC06EA#ABU; , 1,box_0082; 
cluster_19, LEN20L9003FUS; , 1,techcrave_1301; 
cluster_8207, GETBE23YCDAEJXX; , 1,techcrave_2588; 
cluster_18332, 191927547638; 80Y70012US; , 2,truecurate_167; bestbuy_845; 
cluster_4623, 290088102042; 3GP89PADEMO; , 1,jw_92; 
cluster_10503, B01N0XP8KY; 4250519946405; XMGP507vds; , 1,gdxtech_76; 
cluster_11628, NXGPTAA002; 767491; 191114456316; , 1,microcenter_80; 
cluster_10324, 1AH24AWABA; 190781051800; , 1,howardcomputer_601; 
cluster_3314, 5LD48USABA; , 1,macmall_95; 
cluster_9037, XXNAQ2HZ08TF2FDF; 192018775008; , 1,massgenie_94; 
cluster_21709, 191114551615; UX433FADH74; WOID9KEEPNURHIMG; , 5,savingslots_241; techcrave_1736; massgenie_614; buydig_217; antonline_552; 
cluster_21389, 192545006262; 3RF11UTABA; 40978422; J91MIGJVVZRCAGG3; , 4,massgenie_426; antonline_311; howardcomputer_997; pcmg_534; 
cluster_14620, DC1BS47UTBCA; 190781385639; , 1,kaizyr_69; 
cluster_5156, ITLEW9Q3DWGUADNQ; 884116298403; , 1,massgenie_595; 
cluster_7879, Z0ULMPXU25BH; APMBPLMPXU25; , 1,sdicraft_21; 
cluster_20632, 191114331613; AN51551504A; , 4,antonline_943; bestbuy_21; buydig_211; truecurate_285; 
cluster_2369, 886389036799; , 1,techcrave_1761; 
cluster_6081, GETBB73C5DAEJXX; , 1,techcrave_2423; 
cluster_9758, CF54F4441VM; 885170299894; , 1,howardcomputer_531; 
cluster_8527, 787242; 192545544894; 4EY90UAABA; , 1,microcenter_101; 
cluster_14303, HPIJ1K29UPABA; , 1,techcrave_530; 
cluster_5122, VH10112110010F00; , 1,howardcomputer_1509; 
cluster_8861, GETBB73B5DAEDCX; , 1,techcrave_2401; 
cluster_12761, 889661191414; , 1,techcrave_1600; 
cluster_2717, 1TS68USABA; 190781832058; , 1,howardcomputer_637; 
cluster_19101, 20KL0018US; 40795560; 191999586245; 192545266161; , 3,pcmg_233; macmall_66; savingslots_372; 
cluster_3509, 20K6000TUS; 191376432721; , 1,howardcomputer_111; 
cluster_11537, 40970741; 4KM6X; , 1,pcmg_600; 
cluster_3581, 90NB0HS1M00200; 889349929353; , 1,macmall_381; 
cluster_11111, MQDA2LLA; 190198467010; APIPPW6412SG; , 1,sdicraft_622; 
cluster_22518, 191376353422; 20HH000GUS; LHRFAP7A6WFNIXKY; 40601307; V1Q02UT; LEP51HH000G; QPYR8QDR1P32BWP0; , 8,pcmg_423; antonline_949; savingslots_98; massgenie_574; massgenie_790; truecurate_227; macmall_306; sdicraft_434; 
cluster_2625, LEN20LB0029US; , 1,techcrave_1323; 
cluster_10588, 2QD88EA#ABU; 191628985869; , 1,box_0066; 
cluster_18491, 193124446141; EKRICBRO88PWELS4; , 2,massgenie_52; antonline_481; 
cluster_1774, XMGP707gnx; B01N5M9PUO; 4250519946733; , 1,gdxtech_167; 
cluster_460, 55868222; 191628024704; , 1,walmart_251; 
cluster_18010, 4015625606779; 30022991; , 2,box_0092; box_0091; 
cluster_10372, ACRNXGS6AA002; , 1,techcrave_1700; 
cluster_10339, LEN20HK003JUS; , 1,techcrave_1164; 
cluster_9817, 50742857899; , 1,galleon_87; 
cluster_20400, 191376095667; 80XM0000US; , 3,truecurate_22; howardcomputer_595; antonline_939; 
cluster_11550, 193124462257; , 1,antonline_561; 
cluster_2950, J8U71UAABA; 888793569177; , 1,howardcomputer_2267; 
cluster_14168, BA73CCDAEJXX; , 1,portableone_257; 
cluster_3214, CF19ZE004BM; , 1,portableone_216; 
cluster_4834, 40926358; 81FY000SUS; 192158787824; , 1,pcmg_688; 
cluster_16134, 193124794204; 41518832; 20MB001PUS; , 2,antonline_569; pcmg_513; 
cluster_12320, 192018107946; , 1,buydig_237; 
cluster_12421, 885170304437; CF54DX119VM; , 1,howardcomputer_1779; 
cluster_10840, 81C4000EUS; 192651841962; , 1,bestbuy_849; 
cluster_8905, N705UDGC103T; 4712900911671; NOT05471; , 1,cclonline_42; 
cluster_10114, NOT04320; 4712900746761; 90NB0ET1M01440; , 1,cclonline_33; 
cluster_10619, , 1,galleon_25; 
cluster_10867, HPI4RB16UTABA; , 1,techcrave_128; 
cluster_15542, 884116293606; , 2,antonline_610; buydig_439; 
cluster_1651, 886389141028; , 1,techcrave_2142; 
cluster_2178, 825633353664; 50909473; , 1,walmart_392; 
cluster_10967, 884116293866; , 1,galleon_45; 
cluster_1751, GETBA73DFAAEDXX; , 1,techcrave_2355; 
cluster_2384, LEN20LS000UUS; , 1,techcrave_1379; 
cluster_10981, E5850F05DCEAA07C; 192545874984; , 1,massgenie_938; 
cluster_10029, X0E20USABA; 889899758472; , 1,howardcomputer_1349; 
cluster_1385, 655222786647; 580459573; , 1,walmart_441; 
cluster_20360, GT83027; 824142162583; IN3FM562; , 3,microcart_73; cukusa_41; macmall_565; 
cluster_141, 192158787824; , 1,antonline_643; 
cluster_2106, 14cb012dx; 193424097449; , 1,bestbuy_709; 
cluster_21424, 191114093269; 20M7000KUS; NPXCZQJYTVA8SAOV; NXGN2AA001; , 4,savingslots_279; massgenie_740; howardcomputer_573; antonline_1128; 
cluster_2620, GETBA7C25AAHXXX; , 1,techcrave_2368; 
cluster_3243, 191376437276; 20HB0004US; , 1,howardcomputer_281; 
cluster_5865, PT482E-00M00TEN; 4051528374803; , 1,box_0438; 
cluster_16107, 812177027502; 54392394; E6410I524450010REFURBISHED; , 2,walmart_555; bestbuy_461; 
cluster_13151, 889349426425; , 1,antonline_1135; 
cluster_14032, 672773701332; B07199XFLB; , 1,electronicsface_248; 
cluster_2765, S53713164; 191376111589; , 1,savingslots_547; 
cluster_9114, V1H59UT; 192545207928; , 1,savingslots_324; 
cluster_6660, 1DE5E2302654B257; 889899041499; , 1,massgenie_119; 
cluster_19546, 810033030567; HU4P401EA; IN3GQ372; , 3,antonline_712; bestbuy_713; microcart_60; 
cluster_9844, LEN20L70027US; , 1,techcrave_1278; 
cluster_12977, 193124317885; , 1,antonline_540; 
cluster_6400, GETBE23KDDAEDXX; , 1,techcrave_2530; 
cluster_13559, IN3GQ370; 810033030512; HU3C401EA; , 1,microcart_169; 
cluster_1285, 1QL52UAABA; 190781771623; , 1,howardcomputer_155; 
cluster_12881, 192545383561; 509890081; , 1,walmart_24; 
cluster_9890, 191628368389; , 1,techcrave_148; 
cluster_18820, 192545950084; P5OX8MQRK8GHA3PO; 4RB01UTABA; , 3,massgenie_361; antonline_172; macmall_397; 
cluster_14643, 710654681721; , 1,galleon_95; 
cluster_13599, 190940671962; 20FU004DUS; , 1,howardcomputer_593; 
cluster_4318, 193124474229; 20MD002EUS; , 1,howardcomputer_963; 
cluster_13405, NXGL5AA001;SP11131C62Y; B01M6D9JFR; 888793817872; , 1,electronicsface_262; 
cluster_9683, 812177027823; T410I524450010REFURBISHED; , 1,bestbuy_780; 
cluster_1415, GETBA732CAAEDXX; , 1,techcrave_2271; 
cluster_6122, 2UE40UTABA; HE1020G2UE40; 192018032026; , 1,sdicraft_351; 
cluster_14037, 192018915244; , 1,antonline_87; 
cluster_21, 190780492376; , 1,techcrave_798; 
cluster_18149, 81CU000CUS; 192330530293; , 2,bestbuy_838; truecurate_207; 
cluster_20794, 884116326458; FGUMGN1YVK0RR45W; 20LH0027US; , 4,buydig_266; savingslots_112; massgenie_337; antonline_599; 
cluster_4131, 81FK009VUS; , 1,macmall_519; 
cluster_14675, UX580GDBO001R; , 1,jw_57; 
cluster_4039, GETBE232CAAEDXX; , 1,techcrave_2460; 
cluster_20624, 889349889732; E203NADH02; DCE203NADH02CA; , 4,antonline_1064; macmall_572; kaizyr_146; techcrave_1776; 
cluster_11593, 80WK001LUS; 191200479519; , 1,truecurate_200; 
cluster_14522, 9825; 4YX89U8ABA; , 1,nautilusnet_21; 
cluster_5185, 808124557; 885909510382; , 1,walmart_188; 
cluster_5426, 884116261506; , 1,techcrave_2197; 
cluster_4224, BODUFXUCDL8TKL52; 191376432080; , 1,massgenie_434; 
cluster_7851, Sabre151050801; 4719331945817; , 1,jw_87; 
cluster_21954, 889899381748; V1H09UTABA; P2540UBXB51; 13867944; , 5,pcmg_489; howardcomputer_105; macmall_581; savingslots_430; antonline_416; 
cluster_14516, 889661172529; , 1,techcrave_1629; 
cluster_20927, 192545307338; 3YF53UTABA; 41040225; , 4,macmall_71; pcmg_36; antonline_252; techcrave_97; 
cluster_10325, 192330595629; 20KS006GUK; , 1,box_0042; 
cluster_11574, 884116312741; , 1,antonline_471; 
cluster_10411, H1MABS04DPFE1IDV; , 1,massgenie_779; 
cluster_6904, 7KIF5CK7TNEDJ3EO; 889842246797; , 1,massgenie_936; 
cluster_1431, 20MD001WUS; 193124462257; , 1,howardcomputer_1603; 
cluster_9117, 955642724; 884116277149; , 1,walmart_47; 
cluster_13716, LVPLMVGWCYD7GZBG; , 1,massgenie_87; 
cluster_7682, 192330081627; , 1,antonline_623; 
cluster_9649, FUJ1K463V1002118280; , 1,techcrave_869; 
cluster_10083, J0FBUKXYBMU8AD95; 192018032002; , 1,massgenie_474; 
